LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,DEFAULT
360000,2,1,1,32,0,0,0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0
500000,2,2,1,32,0,0,0,0,0,0,0,0,293,0,0,259,0,293,0,0,259,2621,0
360000,2,2,1,35,0,0,0,0,0,0,5157,2461,0,277,2599,3941,1012,0,277,2602,2019,1123,0
180000,2,2,1,32,0,2,0,0,0,0,1991,991,7658,1000,1650,1000,0,7667,0,1650,1000,2000,0
400000,2,1,2,31,0,0,0,0,0,0,7912,4220,3364,2832,34967,38706,4220,3364,2500,34967,10000,22600,0
200000,2,1,2,27,0,0,0,2,2,2,10603,0,2500,2500,2500,2500,0,2500,0,0,0,0,0
160000,2,1,2,46,0,0,0,0,0,0,6241,8788,0,0,0,0,8805,0,0,0,0,0,0
400000,2,2,1,55,0,0,2,0,0,0,530,5332,5101,6201,2173,2803,5101,6,2000,2173,2000,4500,0
190000,2,2,2,40,0,0,0,0,0,0,182923,183436,162537,157497,155297,153594,8059,7741,7201,4815,4927,5380,1
200000,2,1,1,40,1,0,0,0,0,0,0,114558,1898,849,-171,14686,114558,3796,849,0,14857,0,0
200000,1,2,2,39,0,0,0,0,0,0,31236,31996,32704,33351,34050,36184,1838,1546,1193,1236,2700,1022,0
420000,2,2,1,33,0,0,0,0,0,0,52018,60519,67083,69424,63523,60630,10000,10083,10094,10000,2500,5000,0
160000,2,1,2,33,0,0,0,0,0,0,5256,3290,1140,559,2065,450,3290,1140,559,2065,450,825,0
50000,2,2,1,39,0,0,0,0,0,0,48651,48939,49204,46415,28453,29094,2200,1739,9500,1500,1210,1000,0
260000,2,2,1,37,0,0,0,2,2,2,3689,3992,503,503,503,503,3993,503,0,0,0,1200,0
200000,1,1,2,45,0,0,0,0,0,0,14027,16016,16905,11791,7983,6327,5006,3024,2017,173,1002,3197,0
280000,2,3,1,37,0,0,2,0,0,0,4591,38854,15287,14201,26133,4504,38979,16,14201,26133,4504,10748,0
170000,2,2,2,27,2,0,0,0,0,0,173577,171480,171794,166637,169021,164531,6500,7100,6100,6000,5600,7700,1
220000,2,1,2,30,0,0,0,0,0,0,45346,42480,37160,29161,20209,22679,1947,2000,3776,606,10764,3217,0
360000,2,1,2,47,1,2,0,0,2,0,366577,345484,354469,187836,186172,189759,0,14148,11500,0,5324,5500,0
180000,1,2,1,39,2,2,2,0,0,0,180645,184303,179230,181763,180019,171711,8000,0,7000,7000,6150,6700,1
360000,2,1,1,46,0,0,0,0,0,0,58389,42094,10594,31532,46342,56571,20000,10600,30000,20000,15000,10000,0
200000,2,1,2,29,1,0,0,0,0,0,55788,8360,4897,5065,19468,0,8394,4927,5089,19561,0,125,0
500000,2,2,1,37,0,0,0,0,0,0,207205,208827,203696,201655,202938,202136,9755,7414,6940,7299,8021,19384,0
180000,2,3,1,43,0,0,0,0,0,0,1207,60267,61424,61039,64260,64618,60267,3000,2154,5000,3000,3000,1
200000,1,2,2,36,0,0,0,0,0,0,175353,150969,153856,156401,159300,160571,25001,5701,5576,6009,5811,6156,1
350000,2,1,1,36,0,0,0,0,0,0,352032,353903,351888,351175,352835,354265,13068,14412,12947,13016,12823,12915,0
200000,2,3,3,45,0,0,0,0,0,0,4430,7182,3855,3411,6788,9921,7193,3855,3411,6788,9921,5016,0
200000,2,3,2,29,0,0,0,0,0,0,98700,0,0,0,0,-3500,0,1000,0,0,0,3976,0
180000,2,1,1,42,0,0,0,0,0,0,626,0,1290,0,0,1200,0,1290,0,0,1200,0,0
260000,2,1,1,38,0,0,0,0,0,0,629,622,3074,0,688,2605,625,3084,691,0,2613,378,1
120000,2,1,1,38,0,0,0,0,0,0,980,4000,1000,0,19100,0,4000,1000,0,19100,0,0,1
200000,2,3,1,43,1,2,0,0,0,0,119432,116014,119576,123551,129486,133262,0,5000,5000,7000,5000,5000,1
460000,1,1,2,28,0,0,0,0,0,0,460609,427584,373370,285926,264644,247298,18138,15481,10000,9072,8945,8567,0
220000,1,4,1,37,0,0,0,0,0,0,44253,1966,6189,1850,6938,5034,1966,6203,1850,6938,101,2932,0
360000,1,1,1,39,1,0,0,0,0,0,0,0,0,0,691,7020,0,0,0,691,7020,0,0
240000,1,1,1,47,0,0,0,0,0,0,5731,0,0,0,0,0,0,0,0,0,0,0,0
290000,2,3,1,49,0,0,0,0,0,0,169004,166920,153092,3804,155233,148003,7600,7521,3804,160897,5198,6000,0
390000,2,1,1,41,0,0,2,0,0,0,48378,52279,51176,52286,0,0,4705,0,2712,0,0,0,0
260000,2,2,2,25,0,0,0,0,0,0,5008,10698,3863,56173,15700,5049,10698,3863,56006,5712,1000,100,0
170000,1,2,2,27,0,0,0,0,0,0,711,176,465,1422,582,291,176,1000,1422,291,0,291,0
80000,2,2,2,22,0,0,0,0,0,0,76737,70614,68502,27160,27712,29245,3500,10092,966,2000,2000,1037,0
320000,2,2,2,30,0,0,0,0,0,0,3690,3720,4206,15610,10556,11863,3720,4206,15610,10556,8000,5600,0
300000,2,1,2,26,0,0,0,0,0,0,296186,290906,275061,250488,250357,249990,20006,9000,10000,9000,10000,8000,0
330000,1,1,1,50,0,0,0,0,0,0,-17,-17,-17,988,-12,138,0,0,1005,12,150,13,0
360000,2,3,1,42,0,0,0,0,0,0,9152,6329,21830,5469,9057,312,6361,22236,5682,9147,313,6548,0
180000,2,1,1,40,1,0,0,0,0,0,0,319,0,0,0,0,319,0,0,0,0,207,1
20000,1,2,2,25,0,0,2,2,2,0,14193,16489,15936,18015,17431,18000,2850,0,2355,0,1000,900,1
210000,2,3,2,28,0,0,0,0,0,0,1082,0,0,232,0,150,0,0,232,0,150,81,0
80000,2,3,1,45,0,0,0,0,0,0,19989,11904,10787,6226,1936,37201,1228,1156,1200,8,37201,591,0
50000,2,1,2,22,0,0,0,0,0,0,38393,36240,31675,31849,31323,32620,2000,2000,2000,1500,3023,0,0
230000,1,1,1,41,0,0,0,0,0,0,1552,792,19272,1172,1172,2246,792,19272,1172,1172,2246,1172,0
210000,2,2,2,29,0,0,0,0,0,0,1778,224,2018,0,1118,1858,226,2031,0,1118,1858,620,0
200000,1,2,2,25,1,0,0,0,0,0,0,0,0,1517,48669,49635,0,0,1517,48000,1775,1992,1
470000,2,1,1,37,0,0,0,0,0,0,12572,5363,5660,42003,39994,41816,5305,3500,38007,3000,3507,2500,0
300000,2,1,1,40,0,0,0,0,0,0,1529,3717,4541,5620,25,25,3717,4541,5620,25,0,7140,0
250000,2,1,1,31,0,0,0,0,0,0,2198,7404,3186,5161,0,13714,7404,3186,5161,0,13714,3224,0
300000,1,1,1,35,0,0,0,0,0,0,1246,1217,338,0,0,0,1217,338,0,0,0,0,0
290000,2,2,1,38,0,0,0,0,0,0,144160,147451,150617,153351,156213,158938,6000,6010,5600,5700,5700,6000,0
360000,1,1,1,34,0,0,0,0,0,0,997,1267,3935,2437,2797,256,1270,3946,2444,2805,258,1,0
200000,1,2,2,25,2,2,2,2,2,2,147660,148603,143647,152605,155981,158508,5500,0,12000,8000,5800,80,1
250000,1,1,1,39,0,0,0,0,0,0,1852,0,0,2576,20552,0,0,0,2576,20739,0,2231,0
180000,1,1,2,33,0,0,0,2,0,0,3060,1854,3238,2106,1510,1746,1000,2500,0,1000,500,930,0
200000,2,1,2,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
310000,2,2,2,25,0,0,0,0,0,0,28598,22017,14605,15125,18048,16607,8820,1576,1000,3100,2000,1000,0
250000,1,1,1,40,0,0,0,0,0,2,307321,4696,5579,8537,2500,2500,4730,5607,8634,2500,0,0,0
620000,2,1,2,38,0,0,0,0,0,0,1966,35703,1241,-119,23969,5567,35703,1241,119,24088,0,0,0
180000,1,1,2,29,0,0,0,0,0,0,18213,4390,1016,4745,0,0,4390,1016,4745,0,0,1400,0
300000,2,1,2,41,0,0,0,0,0,0,5770,0,0,0,0,0,0,0,0,0,0,0,0
270000,1,3,1,47,0,0,0,0,0,0,161999,165303,168837,172281,175705,179582,6000,6200,6254,6290,6710,8250,0
220000,2,1,1,43,0,3,2,0,0,0,1090,1257,1090,1090,1090,0,167,0,0,0,0,0,1
360000,2,3,1,43,0,0,0,0,0,0,4392,0,2050,754,0,0,0,2050,754,0,0,1738,1
160000,2,3,1,41,0,0,0,0,0,0,2392,316,416,416,416,2606,316,416,416,416,2606,316,0
460000,1,1,1,50,0,0,0,0,0,0,30765,13883,19146,27639,38586,-260,13953,19441,27778,38780,0,0,0
160000,2,2,1,34,0,0,0,0,0,0,5283,5920,6999,8109,8596,9455,1500,1200,2000,1000,1000,500,1
200000,1,1,2,34,2,0,0,0,2,2,150493,156449,162377,174501,155355,129942,10000,10000,15000,0,10000,0,1
240000,1,1,1,35,0,0,0,0,0,0,188964,183744,168683,155064,148969,148619,8000,6017,6900,5250,5400,6200,0
60000,1,1,2,26,0,0,2,0,0,0,440,880,440,880,440,1681,880,0,880,0,1681,811,0
200000,2,2,1,40,0,0,0,0,0,0,21464,22065,23382,21522,8815,4280,2000,2000,1128,4280,0,0,0
310000,2,1,2,36,0,0,0,0,0,0,67940,45746,46979,42045,40334,49542,2000,2000,2000,2000,13000,2000,0
500000,2,1,1,44,0,0,0,0,0,0,111937,104203,96617,97437,185322,179697,4000,4009,17446,100000,10000,20000,0
310000,2,2,2,28,0,0,0,0,0,0,311380,314131,301646,292673,253269,256259,11264,10979,10950,9281,9304,9885,0
350000,2,1,2,35,0,0,0,0,0,0,8526,10892,9218,9834,1458,5225,10951,9274,4711,1472,5251,68361,0
230000,2,1,2,38,0,0,0,0,0,0,217578,224020,227311,184500,128190,130883,9840,8750,7470,4540,4710,4750,0
200000,1,2,2,29,2,2,2,2,2,2,172325,174082,177684,180259,183704,186507,6000,8000,7000,6500,6000,5600,1
150000,1,1,2,48,0,0,0,0,0,0,104320,82478,73465,10000,10000,10000,2433,1786,10000,10000,10000,0,0
180000,2,2,1,35,0,0,0,0,0,0,174635,173281,175102,134494,135881,124651,8155,8199,4960,5404,4686,4563,0
20000,2,2,2,27,0,0,0,0,0,0,15248,16255,17282,18293,18661,20157,1265,1292,1303,671,1800,0,0
200000,2,1,2,29,0,0,0,0,0,0,2116,0,9781,29313,49113,732,0,9781,20000,20000,732,1005,0
360000,1,2,1,46,1,0,0,0,0,0,5800,0,0,0,0,0,0,0,0,0,0,76873,0
200000,1,2,1,30,1,0,0,0,0,0,736,736,736,736,736,316,736,736,736,736,316,1156,0
200000,2,2,1,32,0,0,0,0,2,0,9076,5787,-684,5247,3848,3151,5818,15,9102,17,3165,1395,0
320000,2,2,1,35,0,0,0,2,0,0,4050,4914,6630,6393,9721,10584,1073,1789,0,3425,1000,3425,0
400000,2,1,1,31,0,0,0,0,0,0,5581,2833,1162,325,325,325,2833,1162,325,325,325,325,0
80000,2,1,2,24,0,0,0,0,0,0,30985,44300,0,0,0,0,14300,0,0,0,0,0,0
250000,2,1,1,36,0,0,0,0,0,0,2508,3978,6560,4438,4309,816,3978,6560,4438,4311,816,9165,0
720000,2,1,1,45,0,0,0,0,0,0,125529,112933,105582,104501,83504,79411,8019,8043,10092,3020,2591,10081,0
400000,2,1,2,47,0,0,0,0,0,0,6573,8155,11724,10570,15120,11453,8195,11755,10617,15189,11495,18506,0
360000,1,1,2,35,0,0,0,0,0,0,200,317,12349,0,326,105,317,12357,0,326,105,200,0
360000,1,1,1,40,0,0,0,0,0,0,5772,11664,15390,7090,2115,20075,11694,10048,35,2126,21220,35114,0
230000,2,2,1,28,0,0,0,0,0,0,1190,1716,0,1012,0,753,1716,0,1012,0,753,7600,0
360000,1,2,1,30,2,2,2,2,2,0,2500,2500,2500,2500,0,0,0,0,0,0,0,0,1
500000,2,1,1,54,0,0,0,0,0,0,428841,432871,436858,432945,338417,318436,15703,12000,15236,98363,11000,9000,0
250000,1,1,2,29,0,0,0,0,0,0,240725,200603,150035,145876,100971,50333,10022,7004,5414,2500,1010,48440,0
210000,2,1,2,32,0,0,0,0,0,0,1400,2800,1400,1400,27100,25644,2800,1400,0,27100,1543,75000,0
230000,1,2,1,35,0,0,0,0,0,0,22472,20911,24408,8747,-1231,4771,1330,5000,3060,91,6002,0,0
170000,2,2,1,39,0,0,0,0,0,0,100849,100000,10274,16446,16578,20487,2000,10274,6446,332,10487,5000,0
250000,2,1,1,31,0,0,0,0,0,0,315,-72,7304,95,0,0,0,7376,0,0,0,0,0
260000,2,1,2,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
270000,2,2,2,39,0,0,0,0,0,0,116168,118661,121106,118269,120737,123227,4173,4275,4054,4191,4302,4567,0
500000,1,3,2,30,0,0,0,0,0,0,1092,5227,5453,5540,6263,1831,4303,1096,1020,6315,1833,9649,0
280000,2,2,1,39,0,0,2,0,0,0,213738,228963,223810,158542,162244,108143,20300,0,5600,6300,4000,4000,0
170000,2,2,1,43,0,0,0,0,0,0,38137,39135,39872,40693,41334,42118,1934,1671,1657,1463,1666,1529,0
150000,2,1,1,29,2,2,0,0,0,0,6241,0,0,0,0,0,0,0,0,0,0,0,0
200000,2,1,2,30,0,0,0,0,0,0,196845,189104,183255,147612,148088,99985,8990,7000,5500,6000,4220,3610,0
230000,1,2,2,39,0,0,0,0,0,0,35289,27678,13800,10238,6968,4704,1646,1017,214,406,412,1420,0
280000,1,1,1,55,0,0,0,0,2,0,2326,4917,4906,4707,2254,5375,4917,2453,2254,0,5375,1165,0
260000,1,1,2,29,0,0,0,0,0,0,396,792,4970,4012,3651,5600,792,4970,4012,3651,5600,396,1
180000,2,1,2,33,0,0,0,0,0,0,18205,22876,26930,29530,47722,2500,5000,5000,3000,0,0,2598,0
360000,2,2,2,25,0,0,0,0,0,0,354626,356006,351383,335323,332865,333404,14000,14000,12000,12000,12000,12000,1
450000,1,1,1,37,1,2,0,0,0,0,387192,379442,387398,395655,403568,418182,0,14062,14700,14500,21077,12575,1
170000,2,1,2,27,0,0,0,0,0,0,41977,38895,39698,38330,39602,39922,1650,4500,4000,4000,3000,3000,0
210000,2,1,2,33,1,0,0,0,0,0,0,0,0,25478,9485,0,0,0,25478,9485,0,0,0
210000,2,2,2,27,0,0,0,0,0,0,190,-310,1527,1901,0,2706,0,3054,2189,0,2706,0,0
320000,1,1,1,35,0,0,0,0,0,0,2695,500,0,0,0,0,505,368,0,0,0,0,0
390000,2,2,1,37,0,0,0,0,0,0,200927,200612,202794,191419,81360,66864,17843,8315,6839,3000,2348,2401,0
710000,2,4,2,32,0,0,0,0,0,0,377249,382116,391305,195642,189101,182062,11000,12000,8000,7000,7000,6500,0
170000,2,3,2,29,0,0,0,0,0,0,14460,738,0,0,0,0,738,0,0,0,0,0,0
200000,2,2,2,34,0,0,2,2,0,0,189490,204278,207559,202518,164682,168224,18000,8000,0,6000,6200,7000,1
240000,1,1,2,30,0,0,0,0,0,0,178911,182510,186450,190523,194405,182630,6581,6881,7181,7281,6638,6881,0
70000,1,2,2,29,0,0,0,0,0,2,17103,18312,19516,20685,22142,23340,1500,1500,1500,1800,1700,0,1
250000,1,1,1,42,1,0,0,0,0,0,-8,-8,1632,-88,17451,43978,0,1640,0,17539,44197,1758,0
200000,1,3,2,34,1,2,2,3,2,2,138839,142121,193777,189225,192304,188695,7001,56100,5,7269,28,5828,0
500000,1,1,1,33,1,0,0,0,0,0,2907,-110,-110,-310,82690,84529,9,0,0,83000,3000,4561,0
410000,2,4,1,42,0,0,0,0,0,0,338106,342904,344464,240865,234939,240176,15000,14000,9000,8500,9000,8300,0
400000,1,3,2,35,0,0,0,0,0,0,92,101,-42,-42,-42,1058,101,0,0,0,1100,1100,0
280000,2,1,2,27,0,0,0,0,0,0,160889,165400,166712,170059,154387,157832,9000,6000,6000,6000,6000,6000,0
220000,2,3,1,43,0,0,0,0,0,0,215050,211239,207821,209795,144729,148139,9029,10000,9084,10042,10000,10000,0
420000,1,1,1,36,0,2,0,0,0,0,860,430,2010,6058,160,580,0,2010,6058,160,1000,430,0
90000,2,2,1,48,0,0,0,0,0,0,316,316,316,316,316,316,316,316,316,316,316,316,1
260000,2,3,1,52,0,0,0,0,0,0,207627,212821,214885,219204,223899,228279,8535,6430,6495,6849,6799,32430,0
360000,2,1,2,29,0,0,0,0,0,0,1766,4500,14697,10687,1968,1272,4534,14697,0,2141,1272,24078,0
320000,2,3,2,25,0,0,0,0,0,0,66497,68327,68759,69746,70040,71076,3084,3007,3031,2367,2450,2432,0
250000,2,2,1,33,0,0,0,0,0,0,3694,4716,6126,7514,8883,12860,1090,1500,1500,1500,4200,1500,0
290000,2,2,1,41,0,0,2,0,0,0,4783,7239,6957,4954,7221,6988,2552,0,1000,5000,2500,3659,0
500000,2,1,2,35,0,0,0,0,0,0,113466,116857,116402,95244,68182,60153,12197,15263,4672,0,1296,54,0
20000,1,2,2,25,0,0,0,2,0,0,1000,0,16668,16105,16496,16872,0,25464,0,800,800,800,0
200000,2,1,2,26,0,0,0,0,0,0,2364,442,33442,2140,964,2075,442,33448,2140,964,2075,7511,0
290000,2,1,1,41,0,0,0,0,0,0,11200,0,970,0,0,2184,0,970,0,0,2184,1140,0
500000,2,1,2,28,0,0,0,0,0,0,5392,6038,6972,7037,7603,10602,1502,1502,502,1003,10024,40060,0
170000,2,1,2,32,0,0,0,0,0,0,6699,2999,4896,68,2761,2673,2999,4904,68,2761,2673,1861,0
210000,1,3,1,47,0,0,0,0,0,0,1772,-55,-55,-55,-55,-55,0,0,0,0,0,0,0
200000,2,2,2,27,0,0,2,0,0,0,184,2250,823,823,-658,1266,2250,0,0,0,1924,0,1
20000,1,2,2,24,0,0,0,0,0,0,2500,3068,-380,-380,-380,-380,3068,0,0,0,0,0,0
400000,1,1,2,39,2,2,2,2,2,2,50747,49666,52727,51286,55077,55500,0,4500,0,4800,1600,0,0
240000,2,2,1,41,1,2,0,0,0,0,137327,133724,136539,137487,141291,20143,0,6702,5000,6019,6099,14762,1
360000,2,1,1,27,0,0,0,0,0,0,0,0,7365,0,0,0,0,7365,0,0,0,8665,0
230000,1,3,2,30,1,2,2,3,2,2,213894,218966,238075,233210,233833,190628,10040,28341,0,6508,187,5000,0
280000,1,1,2,27,0,0,0,0,0,0,39664,28033,27292,16567,7021,10171,9022,10006,6000,1000,10200,7900,0
500000,2,1,2,26,0,0,0,0,0,0,1419,1293,1111,1175,3162,1638,1293,1111,1175,3162,33,2000,0
360000,2,3,1,47,0,0,0,0,0,0,1458,-4,3994,0,0,7429,0,3998,0,0,7429,490,1
250000,2,2,2,29,0,0,0,0,0,0,20687,14082,-38,-38,7581,5625,14158,0,0,7619,5653,652,0
220000,2,1,2,33,0,0,0,0,0,0,3217,11428,16838,22237,10684,4262,11435,16876,22237,10684,4262,6500,0
250000,1,1,2,48,0,0,0,0,0,0,5241,2738,2360,6976,3701,2872,2754,2377,7006,11,2981,0,0
180000,2,2,1,46,0,0,0,0,0,0,578,911,578,578,578,438,911,578,578,578,438,280,0
500000,2,1,2,29,0,0,0,0,0,0,82715,29004,104650,75583,26728,78226,7057,134011,8000,10000,78226,50000,0
280000,1,3,1,32,0,0,0,0,0,0,158798,163164,168543,172083,173850,177469,6000,7000,6762,4880,5050,5100,1
400000,1,1,2,37,0,0,0,0,0,0,385,12695,1290,0,0,3058,13032,1290,0,0,3058,3768,0
180000,1,2,1,30,0,0,0,0,0,0,135001,135199,134817,52629,51543,52781,6100,6000,1900,1680,1900,3888,0
220000,1,1,1,32,0,0,0,0,0,0,8757,-2323,-3322,-3322,-3622,-2852,9,23000,0,0,3000,0,0
50000,2,3,1,50,0,0,0,0,0,0,38499,39216,15554,8704,8904,4687,1743,1021,200,200,100,0,0
280000,1,1,1,34,0,0,0,0,0,0,212968,312960,373419,232919,228387,235187,237000,150000,10000,150000,10572,7313,0
180000,2,1,2,25,0,0,0,0,0,0,62798,51923,51935,47383,32876,28915,1867,2501,1271,926,876,3004,0
170000,1,2,2,29,0,0,0,0,0,0,12159,10000,10000,10000,9983,15846,10000,10000,10000,9983,15863,10000,0
200000,2,1,1,30,1,2,2,2,0,0,38398,20693,27932,12585,45031,19836,0,15015,0,45031,20000,45010,0
260000,1,1,1,51,0,0,2,0,0,0,229,674,476,2856,814,605,674,0,2880,814,605,1776,0
220000,2,3,1,51,0,0,0,0,0,0,44076,40353,36314,32320,27803,25370,2000,1600,1600,1000,3000,1000,0
170000,1,2,1,36,2,2,2,0,0,0,75960,64683,51184,37938,25292,12646,2000,0,0,0,0,173869,0
380000,1,2,1,43,0,0,0,0,0,0,112118,96297,243301,259176,47494,129274,96778,243301,21066,2137,110000,50110,0
200000,2,2,1,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,2,1,1,31,0,0,0,0,0,0,555,8078,27201,27879,28420,39206,8078,20000,2000,2000,12000,0,0
30000,1,2,2,47,1,3,2,0,0,0,15783,15237,15693,16928,18299,20129,0,1000,1500,1659,2129,0,1
200000,2,1,2,32,0,0,0,0,0,0,47517,8219,9000,10000,11340,0,1219,1000,1000,1340,0,0,0
390000,2,2,1,39,0,0,0,0,0,0,827,827,827,1036,15209,15156,827,827,1036,15000,1000,1000,0
180000,1,2,2,38,0,0,0,0,0,0,9409,10395,5382,3155,1877,4673,10423,5393,3159,1881,4678,1353,0
200000,1,1,2,26,0,0,0,0,0,0,299,-201,-201,-201,-201,-201,0,0,0,0,0,0,0
500000,2,2,1,30,0,0,0,0,0,0,344,5757,1820,2308,807,4966,5757,1820,2308,807,4966,3240,0
200000,2,1,2,26,0,0,0,0,0,0,203025,201474,158869,145723,139960,142193,10010,10000,7000,6000,5500,6000,0
480000,2,2,1,46,0,0,0,0,0,0,993,1317,0,0,4415,1978,1317,0,0,4415,0,0,0
200000,2,2,1,47,0,0,0,0,0,0,11418,2541,10599,13865,6177,5519,2541,10599,13865,0,5519,2358,0
220000,2,2,2,28,0,0,0,0,0,0,224166,219085,213888,215125,216543,217390,8200,7729,9207,7917,7911,8203,0
20000,2,3,1,45,0,0,0,2,0,0,17235,18253,20858,20202,18950,17709,1610,3215,0,780,640,1400,0
220000,2,1,1,36,0,0,0,0,0,0,307,191,-125,-441,10243,9927,200,0,0,11000,10000,11000,0
340000,1,3,2,34,0,0,0,0,0,0,334628,328749,285399,248984,251047,255303,16040,14000,11000,9200,10000,9500,1
180000,2,2,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180000,1,2,2,50,0,0,0,0,0,0,1156,396,776,776,1552,776,396,776,776,1552,0,776,0
280000,1,1,2,29,0,0,0,0,0,0,135056,130889,127768,130339,133035,135715,4547,4584,3647,3757,3799,3912,0
210000,2,1,1,44,0,0,0,0,0,0,360,360,1234,722,1326,360,360,1234,722,1326,0,2388,0
300000,2,2,1,43,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,0,0,0,0
180000,2,1,2,27,0,0,0,0,0,0,95757,98098,101255,101341,98419,85259,3880,5114,3238,3401,2980,3000,0
300000,2,1,2,28,0,0,0,0,0,0,4553,4042,2060,0,78794,80385,1033,1000,0,78794,2900,3000,0
300000,2,2,1,36,0,0,0,0,0,0,77765,1443,41071,58995,24713,28948,1443,41071,58995,24713,28948,7210,0
120000,2,2,2,24,0,0,0,0,0,2,112336,113351,115515,113948,122127,121962,4200,4100,4100,10000,4560,0,0
70000,1,2,2,38,0,0,0,0,0,0,71586,59856,15379,2985,29351,29977,1308,15006,3000,29100,1100,1100,0
260000,1,1,2,38,0,0,0,0,0,0,3953,3953,3953,3953,16466,14246,3953,3953,3953,16466,2000,5217,0
440000,2,2,1,42,1,0,0,0,0,0,22597,7288,5683,-20,-20,9881,7324,5683,20,0,9901,121971,0
200000,1,1,1,63,0,0,0,0,0,0,316,316,316,316,316,316,316,316,316,316,316,316,0
460000,2,1,1,32,0,0,0,0,0,0,5085,3883,5115,5714,1530,1868,3282,6000,5714,1530,1868,9250,0
30000,1,2,2,24,1,2,2,3,2,0,20985,20393,20399,19945,19645,11229,0,2403,0,0,2000,0,0
160000,1,1,2,27,0,0,2,0,0,0,701,3442,2551,4217,1255,1554,3442,18,4217,0,1000,888,1
500000,1,1,2,34,0,0,0,0,0,0,8007,10556,14332,20393,22633,24318,3000,4000,6500,5000,2000,4000,0
360000,2,1,2,30,0,0,0,0,0,0,4765,3415,1539,6501,3458,2786,3434,1546,6541,3475,2788,5710,0
420000,2,3,1,42,0,0,0,0,0,0,87263,20793,34676,48823,74475,47108,20803,34682,48919,74481,47108,219844,0
230000,1,2,2,32,0,0,0,0,0,0,171111,164406,76691,76952,77577,78017,7468,3000,2723,2810,2793,2860,1
170000,2,2,1,31,1,0,2,0,0,0,0,427,427,23321,23475,25218,427,0,23500,840,2121,0,0
500000,1,1,1,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
320000,1,1,2,32,0,2,0,0,0,0,752,169,1940,0,0,0,0,1948,0,0,0,0,1
180000,2,1,2,35,1,0,0,0,0,0,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,1
340000,2,3,2,44,0,0,0,0,0,0,142836,145125,146682,150407,147868,149349,7000,5500,6027,5328,5390,6047,1
180000,2,2,2,33,0,0,0,0,0,0,3316,3385,6186,6695,7173,5094,3446,6186,6695,4000,955,2401,0
290000,1,2,1,42,0,0,0,0,0,0,0,0,0,0,1855,3940,0,0,0,1855,3940,2490,1
50000,1,1,2,24,0,0,0,0,0,0,48061,47003,13063,25224,14197,13872,2000,2000,2000,2000,2000,2000,0
230000,1,1,1,41,0,0,0,0,0,0,9360,9650,0,0,0,0,9650,0,0,0,0,0,0
320000,1,1,1,35,0,0,2,2,2,2,106799,116015,117678,119245,120794,123796,11003,5000,5000,5000,5100,5300,0
90000,1,1,1,41,0,0,0,0,0,0,88805,86939,86360,67145,30834,50585,3500,4000,3000,2500,42200,1900,0
220000,2,2,1,36,0,0,0,0,0,0,136556,139453,142295,145127,148159,151462,5100,5163,5196,5372,5761,5396,0
370000,2,1,1,39,0,0,0,0,0,0,141552,67739,49097,48216,47675,48074,2157,2000,1668,2000,3000,1000,0
500000,1,2,1,42,0,0,0,0,0,0,17360,13170,10697,19757,5158,43859,13222,10758,19883,5180,44064,41450,0
180000,1,2,2,26,3,2,2,0,0,2,129728,132185,126527,126407,131572,127154,6006,5,5008,10006,10,5004,0
160000,2,1,1,36,0,0,0,0,0,0,1714,2845,3342,171,1770,837,2845,1000,171,1770,837,299,0
390000,2,1,1,39,0,0,0,0,0,0,48417,15530,112316,114797,131601,130295,2000,97472,4000,20000,31667,6539,0
180000,2,1,1,39,0,0,0,0,0,0,892,6809,18390,13999,933,933,6846,18399,13999,933,933,993,0
230000,1,1,1,38,0,0,0,0,0,0,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,0
210000,2,2,2,33,0,0,0,0,0,0,19951,21620,23251,24358,25805,27168,2000,2000,1500,2000,1800,1500,0
190000,2,3,1,45,0,0,0,0,0,0,76433,78472,80548,81778,83082,84811,3300,3331,3359,2663,2751,3000,0
270000,2,1,2,28,0,0,0,0,0,0,475,475,5691,37526,50565,48888,475,5691,34000,14000,8000,15000,0
290000,1,1,1,45,0,0,0,0,0,0,2316,2131,2476,9746,7092,5449,2143,2485,9793,7123,5460,300,0
200000,2,2,1,40,0,0,0,0,0,0,9798,14457,8916,12868,7818,12910,14499,8983,12908,7834,12919,13583,0
370000,1,1,1,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
